# Cross-dataset type aliases for MaleCNS v1.0 type names. Built by scripts/build_type_map_nern2025.py.
# system flywire_matsliah2024 / flywire_schlegel2024 / hemibrain: Sup_Table_7 of Nern A, Loesche F, Takemura S-y, et al. (2025) Connectome-driven neural inventory of a complete visual system. Nature 641, 1225-1237. doi:10.1038/s41586-025-08746-0 (CC BY 4.0) (preliminary male optic lobe -> female FlyWire matches;
#       Matsliah = FlyWire optic-lobe names (Matsliah et al. 2024), Schlegel = FlyWire whole-brain names (Schlegel et al. 2024), hemibrain = Scheffer et al. 2020 names).
# system malecns_flywireType / malecns_hemibrainType: the MaleCNS v1.0 per-cell annotation columns (CC BY, male-cns.janelia.org), majority value per type.
# tier: exact = alias identical to the MaleCNS name (1-to-1 / >=90% of annotated cells); alias = different name, 1-to-1 or >=90% of annotated cells;
#       fuzzy = n-to-1 / 1-to-n match, composite alias string, or majority < 90% (evidence gives the cardinality or the shares).
malecns_type,alias,system,tier,evidence
DNpe016,DNpe016,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe017,DNpe017,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe018,DNpe018,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 3/3 annotated cells (3 cells in type)
DNpe020,DNpe020,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe021,DNpe021,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe022,DNpe022,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe023,DNpe023,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe024,DNpe024,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe025,DNpe025,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe026,DNpe026,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe027,DNpe027,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe028,DNpe028,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe029,DNpe029,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
DNpe030,DNpe030,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe031,DNpe031,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
DNpe032,DNpe032,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe033,DNpe033,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe034,DNpe034,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe035,DNpe035,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe036,DNpe036,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe037,DNpe037,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe039,DNpe039,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe040,DNpe040,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe041,DNpe041,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe042,DNpe042,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe043,DNpe043,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe045,DNpe045,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe048,DNpe048,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe049,DNpe049,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe050,DNpe050,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe052,DNpe052,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe053,DNpe053,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe054,DNpe054,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 7/7 annotated cells (7 cells in type)
DNpe055,DNpe055,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe056,DNpe056,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNpe057,DNpe009,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
DNx01,DNx01,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DNx02,DNx02,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
DNxl114,DNxl114,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DP1l_adPN,DP1l_adPN,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DP1l_vPN,DP1l_vPN,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 3/3 annotated cells (3 cells in type)
DP1m_adPN,DP1m_adPN,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DP1m_vPN,DP1m_vPN,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
DPM,DPM,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
DSKMP3,DSKMP3,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
D_adPN,D_adPN,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
Delta7,Delta7,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 42/42 annotated cells (42 cells in type)
Dm-DRA1,DmDRA1,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 50/50 annotated cells (50 cells in type)
Dm-DRA2,DmDRA2,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 33/33 annotated cells (33 cells in type)
Dm1,Dm1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 80/80 annotated cells (80 cells in type)
Dm10,Dm10,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 626/626 annotated cells (626 cells in type)
Dm11,Dm11,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 158/158 annotated cells (158 cells in type)
Dm12,Dm12,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 276/276 annotated cells (276 cells in type)
Dm13,Dm13,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 53/53 annotated cells (53 cells in type)
Dm14,Dm14,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 34/34 annotated cells (34 cells in type)
Dm15,Dm15,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 485/485 annotated cells (485 cells in type)
Dm16,Dm16,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 151/151 annotated cells (151 cells in type)
Dm17,Dm17,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 8/8 annotated cells (8 cells in type)
Dm18,Dm18,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 58/58 annotated cells (58 cells in type)
Dm19,Dm19,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 30/30 annotated cells (30 cells in type)
Dm2,Dm2,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 1452/1452 annotated cells (1452 cells in type)
Dm20,Dm20,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 98/98 annotated cells (98 cells in type)
Dm3a,Dm3p,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 1204/1204 annotated cells (1204 cells in type)
Dm3b,Dm3q,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 1136/1136 annotated cells (1137 cells in type)
Dm3c,Dm3v,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 787/787 annotated cells (787 cells in type)
Dm4,Dm4,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 99/99 annotated cells (99 cells in type)
Dm6,Dm6,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 62/62 annotated cells (62 cells in type)
Dm8a,yDm8,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 572/572 annotated cells (572 cells in type)
Dm8b,pDm8,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 532/532 annotated cells (532 cells in type)
Dm9,Dm9,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 273/273 annotated cells (273 cells in type)
EL,EL,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 18/18 annotated cells (18 cells in type)
ENS1,ENS1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
ENS2,ENS2,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
ENS3,ENS3,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 5/5 annotated cells (5 cells in type)
ENS4,ENS4,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 5/5 annotated cells (5 cells in type)
ENS5,ENS5,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
EPG,EPG,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 46/46 annotated cells (46 cells in type)
EPGt,EPGt,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
ER1_a,ER1,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 11/11 annotated cells (11 cells in type)
ER1_b,ER1,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 13/13 annotated cells (13 cells in type)
ER1_c,ER1,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
ER2_a,ER2,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 12/12 annotated cells (12 cells in type)
ER2_b,ER2,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
ER2_c,ER2,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 20/20 annotated cells (20 cells in type)
ER2_d,ER2,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 5/5 annotated cells (5 cells in type)
ER3a_a,ER3a,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 15/15 annotated cells (15 cells in type)
ER3a_b,ER3a,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
ER3a_c,ER3a,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
ER3a_d,ER3a,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 5/5 annotated cells (5 cells in type)
ER3d_a,"ER3d_a,ER3d_c",malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 7/7 annotated cells (7 cells in type)
ER3d_b,ER3d_b,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 20/20 annotated cells (20 cells in type)
ER3d_c,"ER3d_a,ER3d_c",malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 9/9 annotated cells (9 cells in type)
ER3d_d,ER3d_d,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 11/11 annotated cells (11 cells in type)
ER3d_e,ER3d,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 7/7 annotated cells (7 cells in type)
ER3m,ER3m,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 18/18 annotated cells (18 cells in type)
ER3p_a,ER3p,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 14/14 annotated cells (14 cells in type)
ER3p_b,ER3p,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
ER3w_a,ER3w,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 6/7 annotated cells (7 cells in type); other values: ER3w_a 1
ER3w_b,ER3w,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 18/18 annotated cells (18 cells in type)
ER3w_c,ER3w,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
ER4d,ER4d,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 26/26 annotated cells (26 cells in type)
ER4m,ER4m,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 11/11 annotated cells (11 cells in type)
ER5,ER5,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 21/21 annotated cells (21 cells in type)
ER6,ER6,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
ExR1,ExR1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
ExR2,ExR2,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
ExR3,ExR3,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
ExR4,ExR4,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
ExR5,ExR5,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
ExR6,ExR6,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
ExR7,ExR7,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
ExR8,ExR8,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
FB1A,FB1A,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
FB1B,FB1B,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
