# Cross-dataset type aliases for MaleCNS v1.0 type names. Built by scripts/build_type_map_nern2025.py.
# system flywire_matsliah2024 / flywire_schlegel2024 / hemibrain: Sup_Table_7 of Nern A, Loesche F, Takemura S-y, et al. (2025) Connectome-driven neural inventory of a complete visual system. Nature 641, 1225-1237. doi:10.1038/s41586-025-08746-0 (CC BY 4.0) (preliminary male optic lobe -> female FlyWire matches;
#       Matsliah = FlyWire optic-lobe names (Matsliah et al. 2024), Schlegel = FlyWire whole-brain names (Schlegel et al. 2024), hemibrain = Scheffer et al. 2020 names).
# system malecns_flywireType / malecns_hemibrainType: the MaleCNS v1.0 per-cell annotation columns (CC BY, male-cns.janelia.org), majority value per type.
# tier: exact = alias identical to the MaleCNS name (1-to-1 / >=90% of annotated cells); alias = different name, 1-to-1 or >=90% of annotated cells;
#       fuzzy = n-to-1 / 1-to-n match, composite alias string, or majority < 90% (evidence gives the cardinality or the shares).
malecns_type,alias,system,tier,evidence
SMP155,SMP155,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP156,SMP156,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP157,SMP157,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP158,SMP158,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP159,SMP159,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP160,SMP160,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP161,SMP161,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP162,SMP162,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 8/8 annotated cells (8 cells in type)
SMP163,SMP163,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP164,SMP164,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP165,SMP165,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP166,SMP166,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 6/6 annotated cells (6 cells in type)
SMP167,SMP167,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 12/12 annotated cells (12 cells in type)
SMP168,SMP168,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP169,SMP169,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP170,SMP170,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP171,"SMP171,SLP240_c",malecns_hemibrainType,fuzzy,MaleCNS v1.0 annotation column hemibrainType: majority value in 8/8 annotated cells (8 cells in type)
SMP172,SMP172,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 5/5 annotated cells (5 cells in type)
SMP174,SMP174,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 8/8 annotated cells (8 cells in type)
SMP175,SMP175,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP176,SMP176,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP177,SMP177,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP178,SMP178,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP179,SMP179,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP180,SMP180,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP181,SMP181,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP182,SMP182,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP183,SMP183,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP184,SMP184,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP185,SMP185,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP186,SMP186,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP187,SMP187,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP188,SMP188,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP189,SMP189,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP190,SMP190,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP191,SMP191,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP192,SMP192,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP193,SMP193,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP194,SMP194,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP196_a,SMP196,malecns_hemibrainType,alias,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP196_b,SMP196,malecns_hemibrainType,alias,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP198,SMP198,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP199,SMP199,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP200,SMP200,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP201,SMP201,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP202,SMP202,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP203,SMP203,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP204,SMP204,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP206,SMP206,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 3/3 annotated cells (3 cells in type)
SMP207,SMP207,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 6/6 annotated cells (6 cells in type)
SMP208,SMP208,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 5/5 annotated cells (5 cells in type)
SMP209,SMP209,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 5/5 annotated cells (5 cells in type)
SMP210,SMP210,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 7/7 annotated cells (7 cells in type)
SMP213,SMP213,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP214,SMP214,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 6/6 annotated cells (6 cells in type)
SMP215,SMP215,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 8/8 annotated cells (8 cells in type)
SMP216,SMP216,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP217,SMP217,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 6/6 annotated cells (6 cells in type)
SMP218,SMP218,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 6/6 annotated cells (6 cells in type)
SMP219,SMP219,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 10/10 annotated cells (10 cells in type)
SMP220,SMP220,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 12/12 annotated cells (12 cells in type)
SMP221,SMP221,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP222,SMP222,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP223,SMP223,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 6/6 annotated cells (6 cells in type)
SMP226,SMP226,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP227,SMP227,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 6/6 annotated cells (6 cells in type)
SMP228,SMP228,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 12/12 annotated cells (12 cells in type)
SMP229,SMP229,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 9/9 annotated cells (9 cells in type)
SMP232,SMP232,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 8/8 annotated cells (8 cells in type)
SMP234,SMP234,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP235,SMP235,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP236,SMP236,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP237,SMP237,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP238,SMP238,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP239,SMP239,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP240,SMP240,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP242,SMP242,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP243,SMP243,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 8/8 annotated cells (8 cells in type)
SMP245,SMP245,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 10/10 annotated cells (10 cells in type)
SMP246,SMP246,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP247,SMP247,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 9/9 annotated cells (9 cells in type)
SMP248_a,SMP248,malecns_hemibrainType,alias,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP248_b,SMP248,malecns_hemibrainType,alias,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP248_c,SMP248,malecns_hemibrainType,alias,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP248_d,SMP248,malecns_hemibrainType,alias,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP249,SMP249,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP250,SMP250,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP251,SMP251,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP252,SMP252,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP253,SMP253,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP254,SMP254,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP255,SMP255,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP256,SMP256,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP257,SMP257,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP258,SMP258,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP261,SMP261,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 13/13 annotated cells (13 cells in type)
SMP262,SMP262,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 6/6 annotated cells (6 cells in type)
SMP266,SMP266,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP267,SMP267,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP268,SMP268,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 6/6 annotated cells (6 cells in type)
SMP269,SMP269,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP270,SMP270,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 5/5 annotated cells (5 cells in type)
SMP271,SMP271,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP272,SMP272,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP273,SMP273,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP274,SMP274,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP275,SMP275,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP276,SMP276,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP277,SMP277,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 6/6 annotated cells (6 cells in type)
SMP278,SMP278,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 5/5 annotated cells (5 cells in type)
SMP279_a,SMP279_a,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 8/8 annotated cells (8 cells in type)
SMP279_b,SMP279_b,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 3/3 annotated cells (3 cells in type)
SMP279_c,SMP279_c,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 5/5 annotated cells (5 cells in type)
SMP280,SMP280,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 5/5 annotated cells (5 cells in type)
SMP281,SMP281,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 11/11 annotated cells (11 cells in type)
SMP282,SMP282,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 9/9 annotated cells (9 cells in type)
SMP283,SMP283,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP284_a,SMP284,malecns_hemibrainType,alias,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP284_b,SMP284,malecns_hemibrainType,alias,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP285,SMP285,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP286,SMP286,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP291,SMP291,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP293,"SMP292,SMP293,SMP584",malecns_hemibrainType,fuzzy,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP297,SMP297,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 8/8 annotated cells (8 cells in type)
SMP299,SMP299,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP302,SMP302,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 5/5 annotated cells (5 cells in type)
SMP304,SMP304,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP305,SMP305,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP306,SMP306,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 5/5 annotated cells (5 cells in type)
SMP307,SMP307,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 8/8 annotated cells (8 cells in type)
SMP311,SMP311,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP312,SMP312,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP313,SMP313,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP314,SMP314,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP315,SMP315,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 6/6 annotated cells (6 cells in type)
SMP316_a,SMP316_a,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP316_b,SMP316_b,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP317,SMP317,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 10/10 annotated cells (10 cells in type)
SMP319,SMP319,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 8/8 annotated cells (8 cells in type)
SMP320,SMP320,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 8/8 annotated cells (8 cells in type)
SMP321_a,SMP321,malecns_hemibrainType,alias,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP321_b,SMP321,malecns_hemibrainType,alias,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP322,SMP322,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP323,SMP323,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 6/6 annotated cells (6 cells in type)
SMP324,SMP324,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP326,SMP326,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 6/6 annotated cells (6 cells in type)
SMP327,SMP327,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP328_a,SMP328,malecns_hemibrainType,alias,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP328_b,SMP328,malecns_hemibrainType,alias,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP328_c,SMP328,malecns_hemibrainType,alias,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP329,SMP329,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP330,SMP330,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP331,SMP331,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 11/11 annotated cells (11 cells in type)
SMP332,SMP332,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 6/6 annotated cells (6 cells in type)
SMP333,SMP333,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP334,SMP334,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP335,SMP335,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP336,SMP336,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP337,SMP337,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP338,"SMP338,SMP534",malecns_hemibrainType,fuzzy,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP339,SMP339,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP340,SMP340,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP341,SMP341,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP342,SMP342,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 3/3 annotated cells (3 cells in type)
SMP344,SMP344,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP345,SMP345,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP346,SMP346,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP347,SMP347,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 12/12 annotated cells (12 cells in type)
SMP348,SMP348,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP350,SMP350,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 7/7 annotated cells (7 cells in type)
SMP352,SMP352,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 12/12 annotated cells (12 cells in type)
SMP353,SMP353,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP354,SMP354,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 6/6 annotated cells (6 cells in type)
SMP355,SMP355,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP356,SMP356,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP357,SMP357,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 8/8 annotated cells (8 cells in type)
SMP358,SMP358,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 6/6 annotated cells (6 cells in type)
SMP359,SMP359,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP360,SMP360,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP361,SMP361,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 8/8 annotated cells (8 cells in type)
SMP362,SMP362,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP368,SMP368,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP369,SMP369,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP370,SMP370,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP371_a,SMP371,malecns_hemibrainType,alias,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP371_b,SMP371,malecns_hemibrainType,alias,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP372,SMP372,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP373,SMP373,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP374,SMP374,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 4/4 annotated cells (4 cells in type)
SMP375,SMP375,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP376,SMP376,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP377,SMP377,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 15/15 annotated cells (15 cells in type)
SMP378,SMP378,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
SMP379,SMP379,malecns_hemibrainType,exact,MaleCNS v1.0 annotation column hemibrainType: majority value in 2/2 annotated cells (2 cells in type)
