# MaleCNS v1.0 type map, source name -> MaleCNS type (same rows as type_aliases.csv, source-keyed). Built by scripts/build_type_map_typing.py from: MaleCNS v1.0 body-annotations (flywireType / hemibrainType / mancType / class; CC BY 4.0), Schlegel et al. 2024 Nature doi:10.1038/s41586-024-07686-5 Supplementary Data 1 and 5 (github.com/flyconnectome/flywire_annotations v3.0.0; CC BY 4.0), Nern et al. 2025 Nature doi:10.1038/s41586-025-08746-0 Supplementary Tables 1 and 7 (CC BY 4.0), the MaleCNS Cell Type Explorer synonyms (github.com/reiserlab/celltype-explorer-drosophila-male-cns, 2026-09-09), and Olivera 2026 Neuroinformatics doi:10.1007/s12021-026-09783-4. Tiers: exact | alias | fuzzy | class (rules in the script docstring and docs/audits/receptor_sources_typing.md). Systems: flywire, hemibrain, hemibrain_body, optic_inventory, manc, literature, malecns_class.
source_name,malecns_type,tier,evidence,n_cells_malecns,system
PLP182b,PLP182,alias,MaleCNS v1.0 body-annotations flywireType='PLP182b' on 4/12 cells; name not in Schlegel 2024 SD1 v3.0.0 cell_type list,12,flywire
PLP182c,PLP182,alias,MaleCNS v1.0 body-annotations flywireType='PLP182c' on 2/12 cells; name not in Schlegel 2024 SD1 v3.0.0 cell_type list,12,flywire
PLP182d,PLP182,alias,MaleCNS v1.0 body-annotations flywireType='PLP182d' on 2/12 cells; name not in Schlegel 2024 SD1 v3.0.0 cell_type list,12,flywire
PLP182,PLP182,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 6 hemibrain bodies); MaleCNS hemibrainType agrees",12,hemibrain
PLP184,PLP184,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PLP184,PLP184,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PLP186,PLP185,alias,"MaleCNS v1.0 body-annotations flywireType='PLP185,PLP186' on 4/4 cells; MaleCNS 1 : FlyWire 2 (merged types); name not in Schlegel 2024 SD1 v3.0.0 cell_type list",4,flywire
PLP185,PLP185,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
PLP185,PLP186,alias,"MaleCNS v1.0 body-annotations flywireType='PLP185,PLP186' on 4/4 cells; MaleCNS 1 : FlyWire 2 (merged types); name not in Schlegel 2024 SD1 v3.0.0 cell_type list",4,flywire
PLP186,PLP186,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
PLP187,PLP187,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 4 FlyWire cells); MaleCNS flywireType agrees",6,flywire
PLP187,PLP187,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",6,hemibrain
PLP189,PLP188,alias,"MaleCNS v1.0 body-annotations flywireType='PLP188,PLP189' on 10/10 cells; MaleCNS 1 : FlyWire 2 (merged types); name not in Schlegel 2024 SD1 v3.0.0 cell_type list",10,flywire
PLP188,PLP188,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 6 hemibrain bodies); MaleCNS hemibrainType agrees",10,hemibrain
PLP188,PLP189,alias,"MaleCNS v1.0 body-annotations flywireType='PLP188,PLP189' on 6/6 cells; MaleCNS 1 : FlyWire 2 (merged types); name not in Schlegel 2024 SD1 v3.0.0 cell_type list",6,flywire
PLP189,PLP189,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",6,hemibrain
PLP190,PLP190,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 6 FlyWire cells); MaleCNS flywireType agrees",6,flywire
PLP190,PLP190,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",6,hemibrain
PLP191,PLP191,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 7 FlyWire cells); MaleCNS flywireType agrees",6,flywire
PLP191,PLP191,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",6,hemibrain
PLP192,PLP192,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 10 FlyWire cells); MaleCNS flywireType agrees",8,flywire
PLP192,PLP192,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",8,hemibrain
PLP196,PLP196,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PLP196,PLP196,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PLP197,PLP197,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PLP197,PLP197,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PLP199,PLP199,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 4 FlyWire cells); MaleCNS flywireType agrees",4,flywire
PLP199,PLP199,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
PLP208,PLP208,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PLP208,PLP208,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PLP209,PLP209,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PLP209,PLP209,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PLP211,PLP211,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PLP211,PLP211,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PLP211,PLP211,exact,"Nern 2025 Supplementary Table 1 row: 1 cells, group other, predicted NT unclear",2,optic_inventory
PLP213,PLP213,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PLP213,PLP213,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PLP214,PLP214,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PLP214,PLP214,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PLP216,PLP216,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PLP216,PLP216,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PLP217,PLP217,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PLP217,PLP217,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PLP218,PLP218,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 4 FlyWire cells); MaleCNS flywireType agrees",4,flywire
PLP218,PLP218,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
CB2102,PLP219,alias,"MaleCNS v1.0 body-annotations flywireType='CB2102,CB2712' on 4/4 cells; MaleCNS 1 : FlyWire 2 (merged types)",4,flywire
CB2712,PLP219,alias,"MaleCNS v1.0 body-annotations flywireType='CB2102,CB2712' on 4/4 cells; MaleCNS 1 : FlyWire 2 (merged types)",4,flywire
PLP219,PLP219,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType empty",4,hemibrain
PLP221,PLP221,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PLP221,PLP221,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PLP222,PLP222,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PLP222,PLP222,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
CB3164,PLP225,alias,MaleCNS v1.0 body-annotations flywireType='CB3164' on 2/2 cells,2,flywire
PLP225,PLP225,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PLP228,PLP228,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PLP228,PLP228,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PLP229,PLP229,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PLP229,PLP229,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PLP230,PLP230,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PLP230,PLP230,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PLP231,PLP231,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 4 FlyWire cells); MaleCNS flywireType agrees",4,flywire
PLP231,PLP231,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
PLP231,PLP231,exact,"Nern 2025 Supplementary Table 1 row: 2 cells, group other, predicted NT unclear",4,optic_inventory
PLP232,PLP232,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PLP232,PLP232,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PLP239,PLP239,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PLP239,PLP239,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PLP241a,PLP241,alias,MaleCNS v1.0 body-annotations flywireType='PLP241a' on 5/5 cells; name not in Schlegel 2024 SD1 v3.0.0 cell_type list; NAME COLLISION: a FlyWire type named 'PLP241' exists but MaleCNS maps this type elsewhere,5,flywire
PLP241,PLP241,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 4 hemibrain bodies); MaleCNS hemibrainType agrees",5,hemibrain
PLP243,PLP243,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 1 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PLP243,PLP243,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PLP245,PLP245,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PLP245,PLP245,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PLP246,PLP246,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PLP246,PLP246,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PLP247,PLP247,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PLP247,PLP247,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PLP248,PLP248,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PLP248,PLP248,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PLP249,PLP249,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PLP249,PLP249,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PLP250,PLP250,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PLP250,PLP250,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PLP252,PLP252,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PLP252,PLP252,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PLP254,PLP254,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 4 FlyWire cells); MaleCNS flywireType agrees",4,flywire
PLP254,PLP254,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
CB0143,PLP256,alias,MaleCNS v1.0 body-annotations flywireType='CB0143' on 2/2 cells,2,flywire
hb1221457679,PLP256,alias,"MaleCNS v1.0 hemibrainType='(hb1221457679)' on 1/2 cells: untyped hemibrain body id, no hemibrain type",2,hemibrain_body
CB0196,PLP257,alias,MaleCNS v1.0 body-annotations flywireType='CB0196' on 2/2 cells,2,flywire
hb822351487,PLP257,alias,"MaleCNS v1.0 hemibrainType='(hb822351487)' on 1/2 cells: untyped hemibrain body id, no hemibrain type",2,hemibrain_body
CB0424,PLP258,alias,MaleCNS v1.0 body-annotations flywireType='CB0424' on 2/2 cells,2,flywire
hb540001084,PLP258,alias,"MaleCNS v1.0 hemibrainType='(hb540001084)' on 1/2 cells: untyped hemibrain body id, no hemibrain type",2,hemibrain_body
CB0053,PLP259,alias,MaleCNS v1.0 body-annotations flywireType='CB0053' on 2/2 cells,2,flywire
CB0452,PLP260,alias,MaleCNS v1.0 body-annotations flywireType='CB0452' on 2/2 cells,2,flywire
CB0668,PLP261,alias,MaleCNS v1.0 body-annotations flywireType='CB0668' on 2/2 cells,2,flywire
hb1158610253,PLP261,fuzzy,rule transitive: MaleCNS->FlyWire 'CB0668' (MaleCNS flywireType) -> Schlegel 2024 SD1 hemibrain_type 'hb1158610253' (majority over FlyWire cells),2,hemibrain
CB0654,PLP262,alias,MaleCNS v1.0 body-annotations flywireType='CB0654' on 2/2 cells,2,flywire
hb1283392486,PLP262,fuzzy,rule transitive: MaleCNS->FlyWire 'CB0654' (MaleCNS flywireType) -> Schlegel 2024 SD1 hemibrain_type 'hb1283392486' (majority over FlyWire cells),2,hemibrain
fru-M-000216,PLP301m,alias,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)",4,literature
PLP_TBD1,PLP_TBD1,exact,"Nern 2025 Supplementary Table 1 row: 1 cells, group other, predicted NT unclear",1,optic_inventory
CB1999,PLVP059,alias,MaleCNS v1.0 body-annotations flywireType='CB1999' on 3/9 cells,9,flywire
CB2218,PLVP059,alias,MaleCNS v1.0 body-annotations flywireType='CB2218' on 6/9 cells,9,flywire
PLVP059,PLVP059,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 0 hemibrain bodies); MaleCNS hemibrainType agrees",9,hemibrain
Cachero 2010: aIP-e,PLVP059,alias,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)",9,literature
Ruta 2010: LC2,PLVP059,alias,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)",9,literature
Yu 2010: aSP9,PLVP059,alias,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)",9,literature
PPL101,PPL101,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PPL101,PPL101,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
DAN,PPL101,class,MaleCNS v1.0 body-annotations class on 2/2 cells,2,malecns_class
PPL102,PPL102,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PPL102,PPL102,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
DAN,PPL102,class,MaleCNS v1.0 body-annotations class on 2/2 cells,2,malecns_class
PPL103,PPL103,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PPL103,PPL103,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
DAN,PPL103,class,MaleCNS v1.0 body-annotations class on 2/2 cells,2,malecns_class
PPL104,PPL104,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PPL104,PPL104,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
DAN,PPL104,class,MaleCNS v1.0 body-annotations class on 2/2 cells,2,malecns_class
PPL105,PPL105,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PPL105,PPL105,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
DAN,PPL105,class,MaleCNS v1.0 body-annotations class on 2/2 cells,2,malecns_class
PPL106,PPL106,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PPL106,PPL106,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
DAN,PPL106,class,MaleCNS v1.0 body-annotations class on 2/2 cells,2,malecns_class
PPL107,PPL107,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PPL107,PPL107,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
DAN,PPL107,class,MaleCNS v1.0 body-annotations class on 2/2 cells,2,malecns_class
PPL108,PPL108,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PPL108,PPL108,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
DAN,PPL108,class,MaleCNS v1.0 body-annotations class on 2/2 cells,2,malecns_class
PPL201,PPL201,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PPL201,PPL201,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
DAN,PPL201,class,MaleCNS v1.0 body-annotations class on 2/2 cells,2,malecns_class
PPL202,PPL202,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PPL202,PPL202,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
DAN,PPL202,class,MaleCNS v1.0 body-annotations class on 2/2 cells,2,malecns_class
PPL203,PPL203,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PPL203,PPL203,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
DAN,PPL203,class,MaleCNS v1.0 body-annotations class on 2/2 cells,2,malecns_class
PPL204,PPL204,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PPL204,PPL204,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
DAN,PPL204,class,MaleCNS v1.0 body-annotations class on 2/2 cells,2,malecns_class
PPM1201,PPM1201,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 4 FlyWire cells); MaleCNS flywireType agrees",4,flywire
PPM1201,PPM1201,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
PPM1202,PPM1202,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 4 FlyWire cells); MaleCNS flywireType agrees",4,flywire
PPM1202,PPM1202,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
PPM1203,PPM1203,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PPM1203,PPM1203,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
Cachero 2010: pMP-d,PPM1203,alias,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)",2,literature
PS139,PPM1204,alias,"MaleCNS v1.0 body-annotations flywireType='PPM1204,PS139' on 2/2 cells; MaleCNS 1 : FlyWire 2 (merged types); name not in Schlegel 2024 SD1 v3.0.0 cell_type list",2,flywire
PPM1204,PPM1204,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
PPM1205,PPM1205,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PPM1205,PPM1205,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
CB3695,PRW001,alias,MaleCNS v1.0 body-annotations flywireType='CB3695' on 2/2 cells,2,flywire
Cachero 2010: aDT-h,PRW001,alias,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)",2,literature
Yu 2010: aDT6,PRW001,alias,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)",2,literature
CB0232,PRW002,alias,MaleCNS v1.0 body-annotations flywireType='CB0232' on 2/2 cells,2,flywire
hb5813055822,PRW002,alias,"MaleCNS v1.0 hemibrainType='(hb5813055822)' on 1/2 cells: untyped hemibrain body id, no hemibrain type",2,hemibrain_body
fru-F-200134,PRW002,alias,Schlegel 2024 SD1 v3.0.0 synonyms of FlyWire type CB0232,2,literature
"fru-M-200202,fru-M-300250",PRW002,alias,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)",2,literature
CB0687,PRW003,alias,MaleCNS v1.0 body-annotations flywireType='CB0687' on 2/2 cells,2,flywire
hb482071823,PRW003,fuzzy,rule transitive: MaleCNS->FlyWire 'CB0687' (MaleCNS flywireType) -> Schlegel 2024 SD1 hemibrain_type 'hb482071823' (majority over FlyWire cells),2,hemibrain
hb544107341,PRW003,alias,"MaleCNS v1.0 hemibrainType='(hb544107341)' on 1/2 cells: untyped hemibrain body id, no hemibrain type",2,hemibrain_body
Sterne 2021: Peafowl,PRW003,alias,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)",2,literature
CB4203,PRW004,alias,MaleCNS v1.0 body-annotations flywireType='CB4203' on 1/1 cells,1,flywire
hb1140012085,PRW004,alias,"MaleCNS v1.0 hemibrainType='(hb1140012085)' on 1/1 cells: untyped hemibrain body id, no hemibrain type",1,hemibrain_body
CB4109,PRW005,alias,MaleCNS v1.0 body-annotations flywireType='CB4109' on 14/14 cells; name not in Schlegel 2024 SD1 v3.0.0 cell_type list,14,flywire
CB4108,PRW006,alias,MaleCNS v1.0 body-annotations flywireType='CB4108' on 19/19 cells; name not in Schlegel 2024 SD1 v3.0.0 cell_type list,19,flywire
CB4078,PRW007,alias,MaleCNS v1.0 body-annotations flywireType='CB4078' on 12/12 cells; name not in Schlegel 2024 SD1 v3.0.0 cell_type list,12,flywire
CB4076,PRW008,alias,MaleCNS v1.0 body-annotations flywireType='CB4076' on 10/10 cells; name not in Schlegel 2024 SD1 v3.0.0 cell_type list,10,flywire
CB4075,PRW009,alias,MaleCNS v1.0 body-annotations flywireType='CB4075' on 6/6 cells,6,flywire
CB4074,PRW010,alias,MaleCNS v1.0 body-annotations flywireType='CB4074' on 8/8 cells; name not in Schlegel 2024 SD1 v3.0.0 cell_type list,8,flywire
CB3713,PRW011,alias,MaleCNS v1.0 body-annotations flywireType='CB3713' on 2/2 cells,2,flywire
CB3696,PRW012,alias,MaleCNS v1.0 body-annotations flywireType='CB3696' on 4/4 cells,4,flywire
CB3658,PRW013,alias,MaleCNS v1.0 body-annotations flywireType='CB3658' on 2/2 cells,2,flywire
CB3656,PRW014,alias,MaleCNS v1.0 body-annotations flywireType='CB3656' on 2/2 cells,2,flywire
