# MaleCNS v1.0 type map, source name -> MaleCNS type (same rows as type_aliases.csv, source-keyed). Built by scripts/build_type_map_typing.py from: MaleCNS v1.0 body-annotations (flywireType / hemibrainType / mancType / class; CC BY 4.0), Schlegel et al. 2024 Nature doi:10.1038/s41586-024-07686-5 Supplementary Data 1 and 5 (github.com/flyconnectome/flywire_annotations v3.0.0; CC BY 4.0), Nern et al. 2025 Nature doi:10.1038/s41586-025-08746-0 Supplementary Tables 1 and 7 (CC BY 4.0), the MaleCNS Cell Type Explorer synonyms (github.com/reiserlab/celltype-explorer-drosophila-male-cns, 2026-09-09), and Olivera 2026 Neuroinformatics doi:10.1007/s12021-026-09783-4. Tiers: exact | alias | fuzzy | class (rules in the script docstring and docs/audits/receptor_sources_typing.md). Systems: flywire, hemibrain, hemibrain_body, optic_inventory, manc, literature, malecns_class.
source_name,malecns_type,tier,evidence,n_cells_malecns,system
DNp25,DNp25,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
DNp25,DNp25,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
DNp25,DNp25,exact,MaleCNS v1.0 body-annotations mancType='DNp25' on 2/2 cells,2,manc
DNp26,DNp26,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
DNp26,DNp26,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
DNp26,DNp26,exact,MaleCNS v1.0 body-annotations mancType='DNp26' on 2/2 cells,2,manc
DNp27,DNp27,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
DNp27,DNp27,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
DNp27,DNp27,exact,MaleCNS v1.0 body-annotations mancType='DNp27' on 2/2 cells,2,manc
DNp27,DNp27,exact,"Nern 2025 Supplementary Table 1 row: 2 cells, group other, predicted NT unclear",2,optic_inventory
DNp28,DNp28,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
DNp28,DNp28,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
DNp28,DNp28,exact,MaleCNS v1.0 body-annotations mancType='DNp28' on 2/2 cells,2,manc
DNp29,DNp29,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
NPFP1,DNp29,alias,MaleCNS v1.0 body-annotations hemibrainType='NPFP1' on 2/2 cells,2,hemibrain
Scheffer 2020: NPF1,DNp29,alias,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)",2,literature
DNp29,DNp29,exact,MaleCNS v1.0 body-annotations mancType='DNp29' on 2/2 cells,2,manc
DNp30,DNp30,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
DSKMP1A,DNp30,alias,MaleCNS v1.0 body-annotations hemibrainType='DSKMP1A' on 2/2 cells,2,hemibrain
DNp30,DNp30,exact,MaleCNS v1.0 body-annotations mancType='DNp30' on 2/2 cells,2,manc
DNp30,DNp30,exact,"Nern 2025 Supplementary Table 1 row: 2 cells, group other, predicted NT unclear",2,optic_inventory
DNp31,DNp31,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
DNp31,DNp31,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
DNp31,DNp31,exact,MaleCNS v1.0 body-annotations mancType='DNp31' on 2/2 cells,2,manc
DNp32,DNp32,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
DNp32,DNp32,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
DNp32,DNp32,exact,MaleCNS v1.0 body-annotations mancType='DNp32' on 2/2 cells,2,manc
DNp33,DNp33,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
SAD095,DNp33,alias,MaleCNS v1.0 body-annotations hemibrainType='SAD095' on 2/2 cells,2,hemibrain
Matsuo 2016: AMMC-D1,DNp33,alias,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)",2,literature
DNp33,DNp33,exact,MaleCNS v1.0 body-annotations mancType='DNp33' on 2/2 cells,2,manc
DNp34,DNp34,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
DNp34,DNp34,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
DNp34,DNp34,exact,MaleCNS v1.0 body-annotations mancType='DNp34' on 2/2 cells,2,manc
DNp35,DNp35,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PVLP136,DNp35,alias,MaleCNS v1.0 body-annotations hemibrainType='PVLP136' on 2/2 cells,2,hemibrain
DNp35,DNp35,exact,MaleCNS v1.0 body-annotations mancType='DNp35' on 2/2 cells,2,manc
DNp36,DNp36,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
CL342,DNp36,alias,MaleCNS v1.0 body-annotations hemibrainType='CL342' on 2/2 cells,2,hemibrain
Cachero 2010: pIP-h,DNp36,alias,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)",2,literature
Yu 2010: pIP9,DNp36,alias,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)",2,literature
pIP9,DNp36,alias,MaleCNS v1.0 body-annotations mancType='pIP9' on 2/2 cells,2,manc
DNp38,DNp38,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
DNp38,DNp38,exact,MaleCNS v1.0 body-annotations mancType='DNp38' on 2/2 cells,2,manc
DNp39,DNp39,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PS297,DNp39,alias,MaleCNS v1.0 body-annotations hemibrainType='PS297' on 2/2 cells,2,hemibrain
DNp39,DNp39,exact,MaleCNS v1.0 body-annotations mancType='DNp39' on 2/2 cells,2,manc
DNp41,DNp41,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 4 FlyWire cells); MaleCNS flywireType agrees",4,flywire
PS295,DNp41,alias,MaleCNS v1.0 body-annotations hemibrainType='PS295' on 1/4 cells,4,hemibrain
PS298,DNp41,alias,MaleCNS v1.0 body-annotations hemibrainType='PS298' on 1/4 cells,4,hemibrain
hb1344695030,DNp41,alias,"MaleCNS v1.0 hemibrainType='hb1344695030' on 2/4 cells: untyped hemibrain body id, no hemibrain type",4,hemibrain_body
DNp41,DNp41,exact,MaleCNS v1.0 body-annotations mancType='DNp41' on 4/4 cells,4,manc
DNp42,DNp42,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
DNp42,DNp42,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
DNp42,DNp42,exact,MaleCNS v1.0 body-annotations mancType='DNp42' on 2/2 cells,2,manc
DNp43,DNp43,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
CL332,DNp43,alias,MaleCNS v1.0 body-annotations hemibrainType='CL332' on 2/2 cells,2,hemibrain
DNp43,DNp43,exact,MaleCNS v1.0 body-annotations mancType='DNp43' on 2/2 cells,2,manc
DNp44,DNp44,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
DNp44,DNp44,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
DNp44,DNp44,exact,MaleCNS v1.0 body-annotations mancType='DNp44' on 2/2 cells,2,manc
DNp45,DNp45,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PVLP117,DNp45,alias,MaleCNS v1.0 body-annotations hemibrainType='PVLP117' on 2/2 cells,2,hemibrain
DNp45,DNp45,exact,MaleCNS v1.0 body-annotations mancType='DNp45' on 2/2 cells,2,manc
DNp46,DNp46,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
CL206,DNp46,alias,MaleCNS v1.0 body-annotations hemibrainType='CL206' on 2/2 cells,2,hemibrain
DNp46,DNp46,exact,MaleCNS v1.0 body-annotations mancType='DNp46' on 2/2 cells,2,manc
DNp47,DNp47,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PS293,DNp47,alias,MaleCNS v1.0 body-annotations hemibrainType='PS293' on 2/2 cells,2,hemibrain
DNp47,DNp47,exact,MaleCNS v1.0 body-annotations mancType='DNp47' on 2/2 cells,2,manc
DNp48,DNp48,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
SMP462,DNp48,alias,MaleCNS v1.0 body-annotations hemibrainType='SMP462' on 2/2 cells,2,hemibrain
DNp48,DNp48,exact,MaleCNS v1.0 body-annotations mancType='DNp48' on 2/2 cells,2,manc
DNp49,DNp49,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
DNp49,DNp49,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
DNp49,DNp49,exact,MaleCNS v1.0 body-annotations mancType='DNp49' on 2/2 cells,2,manc
DNp51,"DNp51,DNpe019",alias,"MaleCNS v1.0 body-annotations flywireType='DNp51,DNpe019' on 4/4 cells; MaleCNS 1 : FlyWire 2 (merged types)",4,flywire
DNpe019,"DNp51,DNpe019",alias,"MaleCNS v1.0 body-annotations flywireType='DNp51,DNpe019' on 4/4 cells; MaleCNS 1 : FlyWire 2 (merged types)",4,flywire
PS296,"DNp51,DNpe019",alias,MaleCNS v1.0 body-annotations hemibrainType='PS296' on 4/4 cells,4,hemibrain
DNp51,"DNp51,DNpe019",alias,"MaleCNS v1.0 body-annotations mancType='DNp51,DNxn136' on 4/4 cells",4,manc
DNxn136,"DNp51,DNpe019",alias,"MaleCNS v1.0 body-annotations mancType='DNp51,DNxn136' on 4/4 cells",4,manc
DNp52,DNp52,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
CRE101,DNp52,alias,MaleCNS v1.0 body-annotations hemibrainType='CRE101' on 2/2 cells,2,hemibrain
DNp53,DNp53,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PS126,DNp53,alias,MaleCNS v1.0 body-annotations hemibrainType='PS126' on 2/2 cells,2,hemibrain
DNp53,DNp53,exact,MaleCNS v1.0 body-annotations mancType='DNp53' on 2/2 cells,2,manc
DNp54,DNp54,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PS163,DNp54,alias,MaleCNS v1.0 body-annotations hemibrainType='PS163' on 2/2 cells,2,hemibrain
DNp54,DNp54,exact,MaleCNS v1.0 body-annotations mancType='DNp54' on 2/2 cells,2,manc
DNp55,DNp55,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
WED180,DNp55,alias,MaleCNS v1.0 body-annotations hemibrainType='WED180' on 2/2 cells,2,hemibrain
DNp55,DNp55,exact,MaleCNS v1.0 body-annotations mancType='DNp55' on 2/2 cells,2,manc
DNp56,DNp56,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
VES055,DNp56,alias,MaleCNS v1.0 body-annotations hemibrainType='VES055' on 2/2 cells,2,hemibrain
DNp56,DNp56,exact,MaleCNS v1.0 body-annotations mancType='DNp56' on 2/2 cells,2,manc
DNp57,DNp57,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PS195,DNp57,alias,MaleCNS v1.0 body-annotations hemibrainType='PS195' on 2/2 cells,2,hemibrain
fru-F-100015,DNp57,alias,Schlegel 2024 SD1 v3.0.0 synonyms of FlyWire type DNp57,2,literature
DNp57,DNp57,exact,MaleCNS v1.0 body-annotations mancType='DNp57' on 2/2 cells,2,manc
DNp58,DNp58,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
hb1791391565,DNp58,fuzzy,rule transitive: MaleCNS->FlyWire 'DNp58' (exact) -> Schlegel 2024 SD1 hemibrain_type 'hb1791391565' (majority over FlyWire cells),2,hemibrain
hb1791391565,DNp58,alias,"MaleCNS v1.0 hemibrainType='hb1791391565' on 2/2 cells: untyped hemibrain body id, no hemibrain type",2,hemibrain_body
DNp58,DNp58,exact,MaleCNS v1.0 body-annotations mancType='DNp58' on 2/2 cells,2,manc
DNp59,DNp59,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
CL247,DNp59,alias,MaleCNS v1.0 body-annotations hemibrainType='CL247' on 2/2 cells,2,hemibrain
DNp59,DNp59,exact,MaleCNS v1.0 body-annotations mancType='DNp59' on 2/2 cells,2,manc
DNp60,DNp60,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
CL139,DNp60,alias,MaleCNS v1.0 body-annotations hemibrainType='CL139' on 2/2 cells,2,hemibrain
DNp60,DNp60,exact,MaleCNS v1.0 body-annotations mancType='DNp60' on 2/2 cells,2,manc
DNp62,DNp62,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
DSKMP1B,DNp62,alias,MaleCNS v1.0 body-annotations hemibrainType='DSKMP1B' on 2/2 cells,2,hemibrain
DNp62,DNp62,exact,MaleCNS v1.0 body-annotations mancType='DNp62' on 2/2 cells,2,manc
DNp63,DNp63,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PS113,DNp63,alias,MaleCNS v1.0 body-annotations hemibrainType='PS113' on 2/2 cells,2,hemibrain
DNp63,DNp63,exact,MaleCNS v1.0 body-annotations mancType='DNp63' on 2/2 cells,2,manc
DNp64,DNp64,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
CL137,DNp64,alias,MaleCNS v1.0 body-annotations hemibrainType='CL137' on 2/2 cells,2,hemibrain
DNp64,DNp64,exact,MaleCNS v1.0 body-annotations mancType='DNp64' on 2/2 cells,2,manc
DNp65,DNp65,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
DNp65,DNp65,exact,MaleCNS v1.0 body-annotations mancType='DNp65' on 2/2 cells,2,manc
DNp66,DNp66,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
AVLP499,DNp66,alias,MaleCNS v1.0 body-annotations hemibrainType='AVLP499' on 2/2 cells,2,hemibrain
DNxn160,DNp66,alias,MaleCNS v1.0 body-annotations mancType='DNxn160' on 2/2 cells,2,manc
DNp67,DNp67,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
CL139,DNp67,alias,MaleCNS v1.0 body-annotations hemibrainType='CL139' on 2/2 cells,2,hemibrain
DNp67,DNp67,exact,MaleCNS v1.0 body-annotations mancType='DNp67' on 2/2 cells,2,manc
DNp68,DNp68,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
CL138,DNp68,alias,MaleCNS v1.0 body-annotations hemibrainType='CL138' on 2/2 cells,2,hemibrain
DNp68,DNp68,exact,MaleCNS v1.0 body-annotations mancType='DNp68' on 2/2 cells,2,manc
DNp69,DNp69,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
CL304,DNp69,alias,MaleCNS v1.0 body-annotations hemibrainType='CL304' on 2/2 cells,2,hemibrain
DNp69,DNp69,exact,MaleCNS v1.0 body-annotations mancType='DNp69' on 2/2 cells,2,manc
DNp70,DNp70,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
CL305,DNp70,alias,MaleCNS v1.0 body-annotations hemibrainType='CL305' on 2/2 cells,2,hemibrain
DNp70,DNp70,exact,MaleCNS v1.0 body-annotations mancType='DNp70' on 2/2 cells,2,manc
DNp71,DNp71,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
DNp09,DNp71,alias,MaleCNS v1.0 body-annotations hemibrainType='DNp09' on 2/2 cells,2,hemibrain
DNp71,DNp71,exact,MaleCNS v1.0 body-annotations mancType='DNp71' on 2/2 cells,2,manc
DNp72,DNp72,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 1 FlyWire cells); MaleCNS flywireType agrees",2,flywire
DNp72,DNp72,exact,MaleCNS v1.0 body-annotations mancType='DNp72' on 2/2 cells,2,manc
DNp73,DNp73,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
DNp73,DNp73,exact,MaleCNS v1.0 body-annotations mancType='DNp73' on 2/2 cells,2,manc
DNpe001,DNpe001,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
IB111,DNpe001,alias,MaleCNS v1.0 body-annotations hemibrainType='IB111' on 2/2 cells,2,hemibrain
DNxn135,DNpe001,alias,MaleCNS v1.0 body-annotations mancType='DNxn135' on 2/2 cells,2,manc
DNpe002,DNpe002,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
VES068,DNpe002,alias,MaleCNS v1.0 body-annotations hemibrainType='VES068' on 2/2 cells,2,hemibrain
DNxl113,DNpe002,alias,MaleCNS v1.0 body-annotations mancType='DNxl113' on 2/2 cells,2,manc
DNpe003,DNpe003,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 4 FlyWire cells); MaleCNS flywireType agrees",4,flywire
VES069,DNpe003,alias,"MaleCNS v1.0 body-annotations hemibrainType='VES069,VES081' on 4/4 cells; MaleCNS 1 : hemibrain 2 (merged types)",4,hemibrain
VES081,DNpe003,alias,"MaleCNS v1.0 body-annotations hemibrainType='VES069,VES081' on 4/4 cells; MaleCNS 1 : hemibrain 2 (merged types)",4,hemibrain
DNxl075,DNpe003,alias,MaleCNS v1.0 body-annotations mancType='DNxl075' on 4/4 cells,4,manc
DNpe004,DNpe004,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",4,flywire
fru-F-400167,DNpe004,alias,Schlegel 2024 SD1 v3.0.0 synonyms of FlyWire type DNpe004,4,literature
DNut052,DNpe004,alias,MaleCNS v1.0 body-annotations mancType='DNut052' on 4/4 cells,4,manc
DNpe005,DNpe005,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
WED123,DNpe005,alias,MaleCNS v1.0 body-annotations hemibrainType='WED123' on 2/2 cells,2,hemibrain
DNxn101,DNpe005,alias,MaleCNS v1.0 body-annotations mancType='DNxn101' on 2/2 cells,2,manc
DNpe006,DNpe006,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
CL330,DNpe006,alias,MaleCNS v1.0 body-annotations hemibrainType='CL330' on 2/2 cells,2,hemibrain
DNxl102,DNpe006,alias,MaleCNS v1.0 body-annotations mancType='DNxl102' on 2/2 cells,2,manc
DNpe007,DNpe007,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
hb1343489608,DNpe007,fuzzy,rule transitive: MaleCNS->FlyWire 'DNpe007' (exact) -> Schlegel 2024 SD1 hemibrain_type 'hb1343489608' (majority over FlyWire cells),2,hemibrain
hb1343489608,DNpe007,alias,"MaleCNS v1.0 hemibrainType='hb1343489608' on 2/2 cells: untyped hemibrain body id, no hemibrain type",2,hemibrain_body
DNxl083,DNpe007,alias,MaleCNS v1.0 body-annotations mancType='DNxl083' on 2/2 cells,2,manc
DNpe008,DNpe008,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 18 FlyWire cells); MaleCNS flywireType agrees",19,flywire
DNpe054,DNpe008,alias,MaleCNS v1.0 body-annotations flywireType='DNpe054' on 1/19 cells,19,flywire
17,DNpe008,alias,MaleCNS v1.0 body-annotations hemibrainType='DNp16/17' on 1/19 cells; MaleCNS 1 : hemibrain 2 (merged types),19,hemibrain
DNp16,DNpe008,alias,MaleCNS v1.0 body-annotations hemibrainType='DNp16/17' on 1/19 cells; MaleCNS 1 : hemibrain 2 (merged types),19,hemibrain
PS225,DNpe008,alias,MaleCNS v1.0 body-annotations hemibrainType='PS225' on 18/19 cells,19,hemibrain
DNht002,DNpe008,alias,MaleCNS v1.0 body-annotations mancType='DNht002' on 6/19 cells,19,manc
DNht003,DNpe008,alias,MaleCNS v1.0 body-annotations mancType='DNht003' on 8/19 cells,19,manc
DNht004,DNpe008,alias,MaleCNS v1.0 body-annotations mancType='DNht004' on 5/19 cells,19,manc
DNpe009,DNpe009,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 8 FlyWire cells); MaleCNS flywireType agrees",6,flywire
PS222,DNpe009,alias,"MaleCNS v1.0 body-annotations hemibrainType='PS222,PS226' on 6/6 cells; MaleCNS 1 : hemibrain 2 (merged types)",6,hemibrain
PS226,DNpe009,alias,"MaleCNS v1.0 body-annotations hemibrainType='PS222,PS226' on 6/6 cells; MaleCNS 1 : hemibrain 2 (merged types)",6,hemibrain
DNnt014,DNpe009,alias,MaleCNS v1.0 body-annotations mancType='DNnt014' on 6/6 cells,6,manc
DNpe010,DNpe010,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PS275,DNpe010,alias,MaleCNS v1.0 body-annotations hemibrainType='PS275' on 2/2 cells,2,hemibrain
DNut039,DNpe010,alias,MaleCNS v1.0 body-annotations mancType='DNut039' on 2/2 cells,2,manc
DNpe011,DNpe011,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 7 FlyWire cells); MaleCNS flywireType agrees",4,flywire
PS227,DNpe011,alias,MaleCNS v1.0 body-annotations hemibrainType='PS227' on 4/4 cells,4,hemibrain
DNxn128,DNpe011,alias,MaleCNS v1.0 body-annotations mancType='DNxn128' on 4/4 cells,4,manc
DNpe012,DNpe012_a,alias,MaleCNS v1.0 body-annotations flywireType='DNpe012' on 4/4 cells,4,flywire
DNp16,DNpe012_a,alias,MaleCNS v1.0 body-annotations hemibrainType='DNp16' on 1/4 cells,4,hemibrain
PS221,DNpe012_a,alias,"MaleCNS v1.0 body-annotations hemibrainType='PS227,DNp16,PS221' on 1/4 cells; MaleCNS 1 : hemibrain 3 (merged types)",4,hemibrain
PS227,DNpe012_a,alias,"MaleCNS v1.0 body-annotations hemibrainType='PS227,DNp16,PS221' on 1/4 cells; MaleCNS 1 : hemibrain 3 (merged types)",4,hemibrain
DNxn104,DNpe012_a,alias,MaleCNS v1.0 body-annotations mancType='DNxn104' on 4/4 cells,4,manc
DNpe012,DNpe012_b,alias,MaleCNS v1.0 body-annotations flywireType='DNpe012' on 4/4 cells,4,flywire
DNp16,DNpe012_b,alias,MaleCNS v1.0 body-annotations hemibrainType='DNp16' on 2/4 cells,4,hemibrain
PS227,DNpe012_b,alias,MaleCNS v1.0 body-annotations hemibrainType='PS227' on 2/4 cells,4,hemibrain
DNxn112,DNpe012_b,alias,MaleCNS v1.0 body-annotations mancType='DNxn112' on 4/4 cells,4,manc
DNpe013,DNpe013,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
PS168,DNpe013,alias,MaleCNS v1.0 body-annotations hemibrainType='PS168' on 2/2 cells,2,hemibrain
DNxn149,DNpe013,alias,MaleCNS v1.0 body-annotations mancType='DNxn149' on 2/2 cells,2,manc
DNpe014,DNpe014,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 4 FlyWire cells); MaleCNS flywireType agrees",4,flywire
PS294,DNpe014,alias,MaleCNS v1.0 body-annotations hemibrainType='PS294' on 1/4 cells,4,hemibrain
PS295,DNpe014,alias,"MaleCNS v1.0 body-annotations hemibrainType='PS294,PS295,PS298' on 2/4 cells; MaleCNS 1 : hemibrain 3 (merged types)",4,hemibrain
PS298,DNpe014,alias,MaleCNS v1.0 body-annotations hemibrainType='PS298' on 1/4 cells,4,hemibrain
