# MaleCNS v1.0 cell-type aliases across connectomes. Built by scripts/build_type_map_typing.py from: MaleCNS v1.0 body-annotations (flywireType / hemibrainType / mancType / class; CC BY 4.0), Schlegel et al. 2024 Nature doi:10.1038/s41586-024-07686-5 Supplementary Data 1 and 5 (github.com/flyconnectome/flywire_annotations v3.1.0 (commit 8587524, 2026-07-21), 'matching MaleCNS v1.0'; plus the 2024 paper release of SD1 for the old optic names; CC BY 4.0), Nern et al. 2025 Nature doi:10.1038/s41586-025-08746-0 Supplementary Tables 1 and 7 (CC BY 4.0), the MaleCNS Cell Type Explorer synonyms (github.com/reiserlab/celltype-explorer-drosophila-male-cns, 2026-09-09), and Olivera 2026 Neuroinformatics doi:10.1007/s12021-026-09783-4. Tiers: exact | alias | fuzzy | class (rules in the script docstring and docs/audits/receptor_sources_typing.md). Systems: flywire, hemibrain, hemibrain_body, optic_inventory, manc, literature, malecns_class. flag: ';'-joined caveats -- unresolvable (name absent from the source), cb_placeholder, paper_release_only, unmatched, conflict_nern7_vs_malecns[_notation], minority_agreement, merged_list_only, name_only, v3_name_collision (definitions in the script docstring); empty = no caveat. Downstream joins that trust tier 'alias' should drop rows flagged unresolvable / unmatched / conflict_nern7_vs_malecns.
malecns_type,alias,system,tier,flag,evidence
PLP250,PLP250,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PLP250,PLP250,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PLP252,PLP252,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PLP252,PLP252,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PLP254,PLP254,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 4 FlyWire cells); MaleCNS flywireType agrees"
PLP254,PLP254,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PLP256,CB0143,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0143' on 2/2 cells
PLP256,hb1221457679,hemibrain_body,alias,,"MaleCNS v1.0 hemibrainType='(hb1221457679)' on 1/2 cells: untyped hemibrain body id, no hemibrain type"
PLP257,CB0196,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0196' on 2/2 cells
PLP257,hb822351487,hemibrain_body,alias,,"MaleCNS v1.0 hemibrainType='(hb822351487)' on 1/2 cells: untyped hemibrain body id, no hemibrain type"
PLP258,CB0424,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0424' on 2/2 cells
PLP258,hb540001084,hemibrain_body,alias,,"MaleCNS v1.0 hemibrainType='(hb540001084)' on 1/2 cells: untyped hemibrain body id, no hemibrain type"
PLP259,CB0053,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0053' on 2/2 cells
PLP260,CB0452,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0452' on 2/2 cells
PLP261,CB0668,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0668' on 2/2 cells
PLP261,hb1158610253,hemibrain,fuzzy,,rule transitive: MaleCNS->FlyWire 'CB0668' (MaleCNS flywireType) -> Schlegel 2024 SD1 hemibrain_type 'hb1158610253' (majority over FlyWire cells)
PLP262,CB0654,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0654' on 2/2 cells
PLP262,hb1283392486,hemibrain,fuzzy,,rule transitive: MaleCNS->FlyWire 'CB0654' (MaleCNS flywireType) -> Schlegel 2024 SD1 hemibrain_type 'hb1283392486' (majority over FlyWire cells)
PLP301m,fru-M-000216,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PLP_TBD1,(unmatched),flywire,alias,unmatched,"Nern 2025 Supplementary Table 7 (preliminary), matched as unmatched: no FlyWire match; "
PLP_TBD1,PLP_TBD1,optic_inventory,exact,,"Nern 2025 Supplementary Table 1 row: 1 cells, group other, predicted NT unclear"
PLVP059,CB1999,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1999' on 3/9 cells
PLVP059,CB2218,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB2218' on 6/9 cells
PLVP059,PLVP059,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 0 hemibrain bodies); MaleCNS hemibrainType agrees"
PLVP059,Cachero 2010: aIP-e,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PLVP059,Ruta 2010: LC2,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PLVP059,Yu 2010: aSP9,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PPL101,PPL101,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PPL101,PPL101,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PPL101,DAN,malecns_class,class,,MaleCNS v1.0 body-annotations class on 2/2 cells
PPL102,PPL102,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PPL102,PPL102,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PPL102,DAN,malecns_class,class,,MaleCNS v1.0 body-annotations class on 2/2 cells
PPL103,PPL103,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PPL103,PPL103,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PPL103,DAN,malecns_class,class,,MaleCNS v1.0 body-annotations class on 2/2 cells
PPL104,PPL104,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PPL104,PPL104,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PPL104,DAN,malecns_class,class,,MaleCNS v1.0 body-annotations class on 2/2 cells
PPL105,PPL105,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PPL105,PPL105,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PPL105,DAN,malecns_class,class,,MaleCNS v1.0 body-annotations class on 2/2 cells
PPL106,PPL106,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PPL106,PPL106,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PPL106,DAN,malecns_class,class,,MaleCNS v1.0 body-annotations class on 2/2 cells
PPL107,PPL107,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PPL107,PPL107,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PPL107,DAN,malecns_class,class,,MaleCNS v1.0 body-annotations class on 2/2 cells
PPL108,PPL108,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PPL108,PPL108,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PPL108,DAN,malecns_class,class,,MaleCNS v1.0 body-annotations class on 2/2 cells
PPL201,PPL201,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PPL201,PPL201,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PPL201,DAN,malecns_class,class,,MaleCNS v1.0 body-annotations class on 2/2 cells
PPL202,PPL202,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PPL202,PPL202,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PPL202,DAN,malecns_class,class,,MaleCNS v1.0 body-annotations class on 2/2 cells
PPL203,PPL203,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PPL203,PPL203,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PPL203,DAN,malecns_class,class,,MaleCNS v1.0 body-annotations class on 2/2 cells
PPL204,PPL204,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PPL204,PPL204,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PPL204,DAN,malecns_class,class,,MaleCNS v1.0 body-annotations class on 2/2 cells
PPM1201,PPM1201,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 4 FlyWire cells); MaleCNS flywireType agrees"
PPM1201,PPM1201,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PPM1202,PPM1202,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 4 FlyWire cells); MaleCNS flywireType agrees"
PPM1202,PPM1202,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PPM1203,PPM1203,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PPM1203,PPM1203,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PPM1203,Cachero 2010: pMP-d,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PPM1204,PS139,flywire,alias,unresolvable,"MaleCNS v1.0 body-annotations flywireType='PPM1204,PS139' on 2/2 cells; MaleCNS 1 : FlyWire 2 (merged types); name not in Schlegel 2024 SD1 v3.1.0 cell_type list"
PPM1204,PPM1204,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PPM1205,PPM1205,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PPM1205,PPM1205,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PRW001,CB3695,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB3695' on 2/2 cells
PRW001,Cachero 2010: aDT-h,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PRW001,Yu 2010: aDT6,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PRW002,CB0232,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0232' on 2/2 cells
PRW002,hb5813055822,hemibrain_body,alias,,"MaleCNS v1.0 hemibrainType='(hb5813055822)' on 1/2 cells: untyped hemibrain body id, no hemibrain type"
PRW002,fru-F-200134,literature,alias,,Schlegel 2024 SD1 v3.1.0 synonyms of FlyWire type CB0232
PRW002,"fru-M-200202,fru-M-300250",literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PRW003,CB0687,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0687' on 2/2 cells
PRW003,hb482071823,hemibrain,fuzzy,,rule transitive: MaleCNS->FlyWire 'CB0687' (MaleCNS flywireType) -> Schlegel 2024 SD1 hemibrain_type 'hb482071823' (majority over FlyWire cells)
PRW003,hb544107341,hemibrain_body,alias,,"MaleCNS v1.0 hemibrainType='(hb544107341)' on 1/2 cells: untyped hemibrain body id, no hemibrain type"
PRW003,Sterne 2021: Peafowl,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PRW004,CB4203,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB4203' on 1/1 cells
PRW004,hb1140012085,hemibrain_body,alias,,"MaleCNS v1.0 hemibrainType='(hb1140012085)' on 1/1 cells: untyped hemibrain body id, no hemibrain type"
PRW005,CB4109,flywire,alias,unresolvable;cb_placeholder,MaleCNS v1.0 body-annotations flywireType='CB4109' on 14/14 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
PRW006,CB4108,flywire,alias,unresolvable;cb_placeholder,MaleCNS v1.0 body-annotations flywireType='CB4108' on 19/19 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
PRW007,CB4078,flywire,alias,unresolvable;cb_placeholder,MaleCNS v1.0 body-annotations flywireType='CB4078' on 12/12 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
PRW008,CB4076,flywire,alias,unresolvable;cb_placeholder,MaleCNS v1.0 body-annotations flywireType='CB4076' on 10/10 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
PRW009,CB4075,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB4075' on 6/6 cells
PRW010,CB4074,flywire,alias,unresolvable;cb_placeholder,MaleCNS v1.0 body-annotations flywireType='CB4074' on 8/8 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
PRW011,CB3713,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB3713' on 2/2 cells
PRW012,CB3696,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB3696' on 4/4 cells
PRW013,CB3658,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB3658' on 2/2 cells
PRW014,CB3656,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB3656' on 2/2 cells
PRW015,CB3565,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB3565' on 1/2 cells
PRW015,CB3632,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB3632' on 1/2 cells
PRW016,CB3502,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB3502' on 6/6 cells
PRW017,CB3500,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB3500' on 4/4 cells
PRW019,CB3403b,flywire,alias,unresolvable;cb_placeholder,MaleCNS v1.0 body-annotations flywireType='CB3403b' on 2/2 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
PRW020,CB3279a,flywire,alias,unresolvable;cb_placeholder,MaleCNS v1.0 body-annotations flywireType='CB3279a' on 4/4 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
PRW021,CB3267,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB3267' on 3/3 cells
PRW022,CB3156,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB3156' on 4/4 cells
PRW023,CB3032,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB3032' on 3/3 cells
PRW024,CB2968,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB2968' on 5/6 cells
PRW024,CB3438,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='CB2968,CB3438' on 1/6 cells; MaleCNS 1 : FlyWire 2 (merged types)"
PRW025,CB2588,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB2588' on 6/6 cells
PRW026,CB2573b,flywire,alias,unresolvable;cb_placeholder,MaleCNS v1.0 body-annotations flywireType='CB2573b' on 5/5 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
PRW027,CB2573a,flywire,alias,unresolvable;cb_placeholder,MaleCNS v1.0 body-annotations flywireType='CB2573a' on 2/2 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
PRW028,CB2367b,flywire,alias,unresolvable;cb_placeholder,MaleCNS v1.0 body-annotations flywireType='CB2367b' on 6/6 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
PRW029,CB2367a,flywire,alias,unresolvable;cb_placeholder,MaleCNS v1.0 body-annotations flywireType='CB2367a' on 2/2 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
PRW030,CB2303,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB2303' on 2/2 cells
PRW031,CB2231,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB2231' on 4/4 cells
PRW032,CB2017,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB2017' on 2/2 cells
PRW033,CB1925b,flywire,alias,unresolvable;cb_placeholder,MaleCNS v1.0 body-annotations flywireType='CB1925b' on 2/2 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
PRW034,CB1925a,flywire,alias,unresolvable;cb_placeholder,MaleCNS v1.0 body-annotations flywireType='CB1925a' on 2/2 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
PRW035,CB1718,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1718' on 5/5 cells
PRW036,CB1643,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1643' on 2/2 cells
PRW037,CB1369,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1369' on 6/6 cells
PRW038,CB1344,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1344' on 2/2 cells
PRW039,CB1295,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1295' on 8/8 cells
PRW040,CB1267,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1267' on 2/2 cells
PRW041,CB1230,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1230' on 6/6 cells
PRW042,CB1096,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1096' on 6/6 cells
PRW043,CB1095,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1095' on 5/5 cells
PRW044,CB1049,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1049' on 8/8 cells
PRW045,CB0907,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0907' on 2/2 cells
PRW046,CB0902,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0902' on 2/2 cells
PRW047,CB0883,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0883' on 2/2 cells
PRW048,CB0877,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0877' on 2/2 cells
PRW049,CB0874,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0874' on 2/2 cells
PRW050,CB0840,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0840' on 3/3 cells
PRW051,CB0772,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0772' on 2/2 cells
PRW051,Cachero 2010: aDT-h,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PRW051,Yu 2010: aDT6,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PRW052,CB0761,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0761' on 2/2 cells
PRW053,CB0736,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0736' on 2/2 cells
PRW054,CB0579,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0579' on 2/2 cells
PRW055,CB0559,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0559' on 2/2 cells
PRW056,CB0555,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0555' on 2/2 cells
PRW057,CB0548,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0548' on 1/1 cells
PRW058,CB0532,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0532' on 2/2 cells
PRW059,CB0514,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0514' on 2/2 cells
PRW060,CB0453,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0453' on 2/2 cells
PRW061,CB0387,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0387' on 2/2 cells
PRW062,CB0354,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0354' on 2/2 cells
PRW062,fru-M-300068,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PRW063,CB0350,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0350' on 2/2 cells
PRW064,CB0323,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0323' on 2/2 cells
PRW065,CB0310,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0310' on 2/2 cells
PRW066,CB0288,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0288' on 2/2 cells
PRW067,CB0223,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0223' on 2/2 cells
PRW067,fru-M-000072,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PRW068,CB0153,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0153' on 2/2 cells
PRW068,Sterne 2021: Trumpet,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PRW069,CB0078,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0078' on 2/2 cells
PRW070,CB0074,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0074' on 2/2 cells
PRW071,CB0071,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0071' on 2/2 cells
PRW072,CB0032,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0032' on 2/2 cells
PRW073,CB0026,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0026' on 2/2 cells
PRW074,CB0015,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0015' on 2/2 cells
PRW074,Cachero 2010: aDT-h,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PRW074,Yu 2010: aDT6,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PRW075,CB0991,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0991' on 4/4 cells
PS001,PS001,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS001,PS001,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS002,PS002,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 6 FlyWire cells); MaleCNS flywireType agrees"
PS002,PS002,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 6 hemibrain bodies); MaleCNS hemibrainType agrees"
PS003,PS006,flywire,alias,unresolvable,"MaleCNS v1.0 body-annotations flywireType='PS003,PS006' on 4/4 cells; MaleCNS 1 : FlyWire 2 (merged types); name not in Schlegel 2024 SD1 v3.1.0 cell_type list"
PS003,PS003,hemibrain,exact,merged_list_only,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PS003,PS006,hemibrain,alias,,"MaleCNS v1.0 body-annotations hemibrainType='PS003,PS006' on 4/4 cells; MaleCNS 1 : hemibrain 2 (merged types)"
PS004,PS004,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 8 hemibrain bodies); MaleCNS hemibrainType agrees"
PS004,Cachero 2010: aSP-b,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PS004,Yu 2010: aSP1,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PS005_a,PS005_a,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 9 FlyWire cells); MaleCNS flywireType agrees"
PS005_a,PS005_a,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 4 hemibrain bodies); MaleCNS hemibrainType agrees"
PS005_b,CB4002,flywire,alias,unresolvable;cb_placeholder,MaleCNS v1.0 body-annotations flywireType='CB4002' on 4/5 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
PS005_b,CB4005,flywire,alias,unresolvable;cb_placeholder,MaleCNS v1.0 body-annotations flywireType='CB4005' on 1/5 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
PS005_b,PS005_b,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PS005_c,CB4000,flywire,alias,unresolvable;cb_placeholder,MaleCNS v1.0 body-annotations flywireType='CB4000' on 5/5 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
PS005_c,PS005_c,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 4 hemibrain bodies); MaleCNS hemibrainType agrees"
PS005_d,CB3999,flywire,alias,unresolvable;cb_placeholder,MaleCNS v1.0 body-annotations flywireType='CB3999' on 5/5 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
PS005_d,PS005_d,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PS005_e,CB4001,flywire,alias,unresolvable;cb_placeholder,MaleCNS v1.0 body-annotations flywireType='CB4001' on 5/5 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
PS005_e,PS005_e,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PS005_f,CB4003,flywire,alias,unresolvable;cb_placeholder,MaleCNS v1.0 body-annotations flywireType='CB4003' on 4/4 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list; NAME COLLISION: a FlyWire type named 'PS005_f' exists but MaleCNS maps this type elsewhere
PS005_f,PS005_f,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PS007,PS007,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 4 FlyWire cells); MaleCNS flywireType agrees"
PS007,PS007,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS008_a1,PS008_a,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='PS008_a' on 2/2 cells
