type,malecns,fafb,banc,male_specific_annotated_cells,malecns_fruDsx,evidence
PVLP006,0,7,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
PVLP008,0,29,21,0,,female name unmatched in MaleCNS; sex specificity unestablished
PVLP029,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
PVLP041,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
PVLP043,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
PVLP067,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
PVLP200m_a,2,0,0,2,dsx_low,MaleCNS source dimorphism=male-specific; annotation applies to these cells
PVLP200m_b,2,0,0,2,dsx_low,MaleCNS source dimorphism=male-specific; annotation applies to these cells
PVLP201m_a,2,0,0,2,,MaleCNS source dimorphism=male-specific; annotation applies to these cells
PVLP201m_b,2,0,0,2,,MaleCNS source dimorphism=male-specific; annotation applies to these cells
PVLP201m_c,2,0,0,2,,MaleCNS source dimorphism=male-specific; annotation applies to these cells
PVLP201m_d,2,0,0,2,,MaleCNS source dimorphism=male-specific; annotation applies to these cells
PVLP202m,6,0,0,6,dsx_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
PVLP203m,8,0,0,8,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
PVLP204m,6,0,0,6,coexpress_high;fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
PVLP205m,8,0,0,8,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
PVLP206m,4,0,0,4,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
PVLP207m,8,0,0,8,fru_low,MaleCNS source dimorphism=male-specific; annotation applies to these cells
PVLP208m,3,0,0,3,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
PVLP209m,13,0,0,13,coexpress_high;fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
PVLP210m,6,0,0,6,coexpress_high;fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
PVLP211m_a,2,0,0,2,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
PVLP211m_b,2,0,0,2,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
PVLP211m_c,2,0,0,2,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
PVLP213m,4,0,0,4,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
PVLP214m,10,0,0,10,fru_low,MaleCNS source dimorphism=male-specific; annotation applies to these cells
PVLP216m,4,0,0,4,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
PVLP217m,2,0,0,2,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SA1,0,12,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA2,0,9,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
SAD015,0,5,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
SAD016,0,6,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
SAD017,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SAD068,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
SAD069,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SAD083,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SAD088,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SAD090,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SAD200m,11,0,0,11,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SAD301f,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_DLV,0,25,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_DMT_ADMN_1,0,10,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_DMT_ADMN_10,0,5,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_DMT_ADMN_11,0,21,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_DMT_ADMN_2,0,4,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_DMT_ADMN_3,0,5,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_DMT_ADMN_4,0,3,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_DMT_ADMN_5,0,7,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_DMT_ADMN_6,0,4,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_DMT_ADMN_7,0,10,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_DMT_ADMN_8,0,4,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_DMT_ADMN_9,0,7,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_DMT_DMetaN,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_DMT_DMetaN_1,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_DMT_DMetaN_10,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_DMT_DMetaN_11,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_DMT_DMetaN_12,0,62,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_DMT_DMetaN_2,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_DMT_DMetaN_3,0,3,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_DMT_DMetaN_4,0,5,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_DMT_DMetaN_5,0,4,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_DMT_DMetaN_6,0,10,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_DMT_DMetaN_7,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_DMT_DMetaN_8,0,12,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_DMT_DMetaN_9,0,7,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_MDA_1,0,4,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_MDA_2,0,5,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_MDA_3,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_MDA_4,0,6,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_VTV_1,0,4,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_VTV_10,0,9,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_VTV_2,0,12,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_VTV_3,0,7,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_VTV_4,0,18,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_VTV_5,0,14,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_VTV_7,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_VTV_9,0,6,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SA_VTV_PDMN_1,0,4,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SAabg01,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
SAch01,0,0,44,0,,female name unmatched in MaleCNS; sex specificity unestablished
SAch02,0,0,19,0,,female name unmatched in MaleCNS; sex specificity unestablished
SAchxx,0,0,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
SApp02,0,0,17,0,,female name unmatched in MaleCNS; sex specificity unestablished
SApp03,0,0,16,0,,female name unmatched in MaleCNS; sex specificity unestablished
SApp06,0,0,20,0,,female name unmatched in MaleCNS; sex specificity unestablished
SApp09,0,0,43,0,,female name unmatched in MaleCNS; sex specificity unestablished
SApp11,0,0,13,0,,female name unmatched in MaleCNS; sex specificity unestablished
SApp12,0,0,14,0,,female name unmatched in MaleCNS; sex specificity unestablished
SApp15,0,0,21,0,,female name unmatched in MaleCNS; sex specificity unestablished
SApp16,0,0,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
SApp17,0,0,13,0,,female name unmatched in MaleCNS; sex specificity unestablished
SApp18,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SApp22,0,0,30,0,,female name unmatched in MaleCNS; sex specificity unestablished
SAxxxx,0,0,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
SCL001m,11,0,0,11,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SCL002m,10,0,0,10,coexpress_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SEZ_NSC_CAPA,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
SEZ_NSC_Hugin,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
SIP013a,0,3,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
SIP014,0,10,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
SIP020,0,9,11,0,,female name unmatched in MaleCNS; sex specificity unestablished
SIP028a,0,3,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SIP028b,0,2,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
SIP055,0,10,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
SIP061,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SIP079,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SIP100m,10,0,0,10,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP101m,6,0,0,6,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP103m,9,0,0,9,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP104m,8,0,0,8,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP105m,2,0,0,2,,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP107m,2,0,0,2,,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP108m,4,0,0,4,coexpress_high;fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP109m,4,0,0,4,coexpress_high;fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP110m_a,2,0,0,2,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP110m_b,2,0,0,2,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP111m,2,0,0,2,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP112m,8,0,0,8,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP113m,5,0,0,5,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP115m,4,0,0,4,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP116m,6,0,0,6,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP117m,2,0,0,2,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP118m,7,0,0,7,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP119m,9,0,0,9,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP121m,6,0,0,6,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP122m,8,0,0,8,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP123m,4,0,0,4,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP124m,7,0,0,7,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP126m_a,2,0,0,2,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP126m_b,2,0,0,2,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP128m,5,0,0,5,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP130m,4,0,0,4,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP132m,2,0,0,2,,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP133m,2,0,0,2,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP135m,10,0,0,10,dsx_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP136m,2,0,0,2,,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP137m_a,2,0,0,2,coexpress_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP137m_b,2,0,0,2,coexpress_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP140m,2,0,0,2,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP141m,6,0,0,6,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP142m,4,0,0,4,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP143m,4,0,0,4,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP145m,6,0,0,6,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP146m,9,0,0,9,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP147m,5,0,0,5,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SIP200f,0,4,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
SIP201f,0,9,9,0,,female name unmatched in MaleCNS; sex specificity unestablished
SLP005,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
SLP028b,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SLP088,0,1,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SLP162a,0,3,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SLP162b,0,5,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
SLP162c,0,3,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
SLP213,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
SLP226,0,4,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
SLP261,0,1,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SLP280,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SLP295a,0,4,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SLP295b,0,6,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
SLP300a,0,9,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
SLP300b,0,3,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
SLP317,0,1,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SLP356a,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SLP356b,0,3,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SLP398a,0,1,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
SLP398b,0,3,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
SLP400a,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SLP400b,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
SLPal1__0,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP003,0,7,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP029,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP060,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP074,0,0,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP075a,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP075b,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP094,0,4,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP098_a,0,6,14,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP103,0,9,16,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP121,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP123a,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP123b,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP173,0,10,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP193a,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP193b,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP215a,0,2,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP215b,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP215c,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP248b,0,6,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP248c,0,2,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP292,0,6,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP298,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP318,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP328b,0,4,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP330a,0,2,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP330b,0,3,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP344a,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP344b,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP348a,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP348b,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP371,0,4,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP381,0,14,14,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP393a,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP398,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP399a,0,3,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP406,0,11,15,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP411a,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP411b,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP428,0,4,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP469a,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP510a,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP510b,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP530,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP568,0,20,20,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP602,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
SMP702m,4,0,0,4,,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SMP703m,14,0,0,14,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SMP705m,8,0,0,8,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SMP709m,2,0,0,2,,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SMP710m,7,0,0,7,coexpress_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SMP712m,2,0,0,2,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SMP713m,3,0,0,3,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SMP714m,6,0,0,6,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SMP715m,4,0,0,4,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SMP719m,8,0,0,8,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SMP720m,2,0,0,2,coexpress_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SMP723m,11,0,0,11,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SMP726m,8,0,0,2,coexpress_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SMP728m,5,0,0,5,,MaleCNS source dimorphism=male-specific; annotation applies to these cells
SMPp&v1B_H01,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg01,0,0,10,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg02,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg03,0,0,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg04,0,0,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg05,0,0,14,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg06,0,0,12,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg07,0,0,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg08,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg09,0,0,27,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg10,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg11,0,0,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg12,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg13,0,0,18,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg14,0,0,59,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg15,0,0,22,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg16,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg17,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg18,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg19,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg20,0,0,30,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg21,0,0,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg22,0,0,9,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg23,0,0,23,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg24,0,0,11,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg25,0,0,30,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg26,0,0,16,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg27,0,0,85,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg28,0,0,13,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg29,0,0,94,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg30,0,0,33,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg31,0,0,29,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg32,0,0,12,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg95f,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg96f,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg97f,0,0,12,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabg98f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNabgxx,0,0,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNcb01,0,0,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNcb02,0,0,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNch02,0,0,18,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNch03,0,0,24,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNch04,0,0,10,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNch06,0,0,36,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNch07,0,0,15,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNch08,0,0,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNch09,0,0,30,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNch11,0,0,22,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNch12,0,0,19,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNch13,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNch14,0,0,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNch16,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNcs01f,0,0,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNpp29,0,0,9,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNpp54,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNpp63,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNta01,0,0,14,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNta08,0,0,13,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNta09,0,0,193,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNvnc12f,0,0,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNxx12,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNxx18,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNxx27,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
SNxxx,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
SPS100f,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
SPSN,0,0,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
Sm11,0,8,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
Sm12,0,148,31,0,,female name unmatched in MaleCNS; sex specificity unestablished
Sm18,0,39,13,0,,female name unmatched in MaleCNS; sex specificity unestablished
Sm35,0,6,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
Sm36,0,6,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
Sm37,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
Sm38,0,4,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
Sm39,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
Sm40,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
Sm41,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
Sm42,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
TN1a_b,2,0,0,2,coexpress_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
TN1a_c,2,0,0,2,coexpress_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
TN1a_d,2,0,0,2,coexpress_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
TN1a_e,2,0,0,1,coexpress_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
TN1a_f,4,0,0,3,coexpress_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
TN1a_g,4,0,0,2,coexpress_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
TN1a_h,2,0,0,1,coexpress_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
TN1a_i,2,0,0,2,coexpress_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
TN1c_a,5,0,0,3,coexpress_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
TRN_VP3,0,0,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
Tm26,103,0,0,103,,MaleCNS source dimorphism=male-specific; annotation applies to these cells
TuBu01a,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
TuBu01b,0,7,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
TuBu06a,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
TuBu06b,0,5,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
VCvN1,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
VCvN3,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
VES022a,0,6,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
VES022b,0,4,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
VES060,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
VES066,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
VES203m,6,0,0,6,dsx_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
VES204m,6,0,0,6,dsx_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
VES205m,2,0,0,2,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
VES206m,7,0,0,7,,MaleCNS source dimorphism=male-specific; annotation applies to these cells
VLPl&p2_posterior_38,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
